,chromosome,start,end,strand,intron_motif,annotation,unique,multi,max_overhang,i,canonical_start,gene_id_start,canonical_end,gene_id_end,n_genes,gene_id,gene_name,intron_group,n_genes_per_intron_group,intron_group_size
2255,13,11905735,11918103,-,2,1,662,0,15,71204,1,ENSMUSG00000021313,1,ENSMUSG00000021313,1,ENSMUSG00000021313,Ryr2,Ryr2_13_11905735_-,1,2
2256,13,11905735,11933196,-,2,1,2101,0,15,71206,1,ENSMUSG00000021313,1,ENSMUSG00000021313,1,ENSMUSG00000021313,Ryr2,Ryr2_13_11905735_-,1,2
2257,6,11908017,11926725,+,1,1,4572,69,18,71236,0,ENSMUSG00000029629,1,ENSMUSG00000029629,1,ENSMUSG00000029629,Phf14,Phf14_6_11926725_+,1,2
2258,6,11926292,11926725,+,1,1,3958,28,22,71321,1,ENSMUSG00000029629,1,ENSMUSG00000029629,1,ENSMUSG00000029629,Phf14,Phf14_6_11926725_+,1,2
2259,6,11926837,11941428,+,1,1,1387,0,19,71331,1,ENSMUSG00000029629,1,ENSMUSG00000029629,1,ENSMUSG00000029629,Phf14,Phf14_6_11941428_+,1,2
2260,6,11934019,11941428,+,1,1,498,625,23,71348,1,ENSMUSG00000029629,1,ENSMUSG00000029629,1,ENSMUSG00000029629,Phf14,Phf14_6_11941428_+,1,2
2261,11,11937675,11974900,-,2,0,331,0,24,71365,1,ENSMUSG00000020176,2,,1,ENSMUSG00000020176,Grb10,Grb10_11_11937675_-,1,7
2262,11,11937675,11975791,-,2,0,530,0,25,71368,1,ENSMUSG00000020176,2,,1,ENSMUSG00000020176,Grb10,Grb10_11_11937675_-,1,7
2263,11,11937675,11975829,-,2,0,82,0,24,71369,1,ENSMUSG00000020176,2,,1,ENSMUSG00000020176,Grb10,Grb10_11_11937675_-,1,7
2264,11,11937675,11975837,-,2,1,1199,11,19,71370,1,ENSMUSG00000020176,0,ENSMUSG00000020176,1,ENSMUSG00000020176,Grb10,Grb10_11_11937675_-,1,7
2265,11,11937675,11976661,-,2,1,1757,5,24,71371,1,ENSMUSG00000020176,0,ENSMUSG00000020176,1,ENSMUSG00000020176,Grb10,Grb10_11_11937675_-,1,7
2266,11,11937675,11977902,-,2,1,877,8,23,71373,1,ENSMUSG00000020176,0,ENSMUSG00000020176,1,ENSMUSG00000020176,Grb10,Grb10_11_11937675_-,1,7
2267,11,11937675,11988540,-,2,1,129,0,4,71375,1,ENSMUSG00000020176,0,ENSMUSG00000020176,1,ENSMUSG00000020176,Grb10,Grb10_11_11937675_-,1,7
2268,6,11953447,11961548,+,1,1,2832,0,24,71433,1,ENSMUSG00000029629,1,ENSMUSG00000029629,1,ENSMUSG00000029629,Phf14,Phf14_6_11961548_+,1,2
2269,6,11953750,11961548,+,1,0,168,0,22,71438,2,,1,ENSMUSG00000029629,1,ENSMUSG00000029629,Phf14,Phf14_6_11961548_+,1,2
2270,4,11962234,11965613,-,2,1,1654,0,16,71507,1,ENSMUSG00000049225,1,ENSMUSG00000049225,1,ENSMUSG00000049225,Pdp1,Pdp1_4_11962234_-,1,3
2271,4,11962234,11965883,-,2,1,225,0,24,71509,1,ENSMUSG00000049225,0,ENSMUSG00000049225,1,ENSMUSG00000049225,Pdp1,Pdp1_4_11962234_-,1,3
2272,4,11962234,11966301,-,2,1,409,0,23,71510,1,ENSMUSG00000049225,0,ENSMUSG00000049225,1,ENSMUSG00000049225,Pdp1,Pdp1_4_11962234_-,1,3
2273,4,11965649,11965883,-,2,1,263,0,22,71525,0,ENSMUSG00000049225,0,ENSMUSG00000049225,1,ENSMUSG00000049225,Pdp1,Pdp1_4_11965649_-,1,2
2274,4,11965649,11966301,-,2,1,321,0,21,71526,0,ENSMUSG00000049225,0,ENSMUSG00000049225,1,ENSMUSG00000049225,Pdp1,Pdp1_4_11965649_-,1,2
2275,6,11987274,11988720,+,1,1,429,0,19,71623,1,ENSMUSG00000029629,1,ENSMUSG00000029629,1,ENSMUSG00000029629,Phf14,Phf14_6_11988720_+,1,2
2276,6,11987682,11988720,+,1,1,1498,1,13,71627,1,ENSMUSG00000029629,1,ENSMUSG00000029629,1,ENSMUSG00000029629,Phf14,Phf14_6_11988720_+,1,2
2277,15,11993948,11996032,-,2,0,384,0,22,71679,1,ENSMUSG00000022205,2,,1,ENSMUSG00000022205,Sub1,Sub1_15_11993948_-,1,2
2278,15,11993948,11996036,-,2,1,43038,150,25,71680,1,ENSMUSG00000022205,1,ENSMUSG00000022205,1,ENSMUSG00000022205,Sub1,Sub1_15_11993948_-,1,2
2279,1,12003816,12021186,+,1,1,1352,1,24,71743,1,ENSMUSG00000057715,1,ENSMUSG00000057715,1,ENSMUSG00000057715,A830018L16Rik,A830018L16Rik_1_12021186_+,1,2
2280,6,12007106,12047825,+,1,1,946,31,25,71763,1,ENSMUSG00000029629,1,ENSMUSG00000029629,1,ENSMUSG00000029629,Phf14,Phf14_6_12047825_+,1,2
2281,14,12016405,12048159,+,1,1,169,1,22,71781,0,ENSMUSG00000060579,1,ENSMUSG00000060579,1,ENSMUSG00000060579,Fhit,Fhit_14_12048159_+,1,2
2282,18,12021887,12056416,+,1,1,784,1,16,71812,1,ENSMUSG00000040957,1,ENSMUSG00000040957,1,ENSMUSG00000040957,Cables1,Cables1_18_12056416_+,1,2
2283,18,12039060,12056416,+,1,1,574,2,12,71847,1,ENSMUSG00000040957,1,ENSMUSG00000040957,1,ENSMUSG00000040957,Cables1,Cables1_18_12056416_+,1,2
2284,6,12045764,12047825,+,1,1,1093,11,17,71880,0,ENSMUSG00000029629,1,ENSMUSG00000029629,1,ENSMUSG00000029629,Phf14,Phf14_6_12047825_+,1,2
2285,4,12058578,12059787,-,2,1,93,0,22,71944,1,ENSMUSG00000049488,0,ENSMUSG00000049488,1,ENSMUSG00000049488,Tmem67,Tmem67_4_12058578_-,1,2
2286,4,12058578,12061754,-,2,1,1226,1,9,71945,1,ENSMUSG00000049488,1,ENSMUSG00000049488,1,ENSMUSG00000049488,Tmem67,Tmem67_4_12058578_-,1,2
2287,16,12062628,12085287,+,1,1,1978,16,23,71967,1,ENSMUSG00000022494,1,ENSMUSG00000022494,1,ENSMUSG00000022494,Shisa9,Shisa9_16_12085287_+,1,2
2288,16,12070697,12085287,+,1,1,107,0,14,72008,1,ENSMUSG00000022494,1,ENSMUSG00000022494,1,ENSMUSG00000022494,Shisa9,Shisa9_16_12085287_+,1,2
2289,4,12075693,12077335,-,2,1,1422,31,22,72045,1,ENSMUSG00000049488,1,ENSMUSG00000049488,1,ENSMUSG00000049488,Tmem67,Tmem67_4_12075693_-,1,2
2290,4,12075693,12079874,-,2,1,117,0,22,72046,1,ENSMUSG00000049488,1,ENSMUSG00000049488,1,ENSMUSG00000049488,Tmem67,Tmem67_4_12075693_-,1,2
2291,4,12079969,12085911,-,2,1,2695,1,23,72070,1,ENSMUSG00000049488,1,ENSMUSG00000049488,1,ENSMUSG00000049488,Tmem67,Tmem67_4_12079969_-,1,2
2292,4,12079969,12087714,-,2,1,85,0,19,72071,1,ENSMUSG00000049488,1,ENSMUSG00000049488,1,ENSMUSG00000049488,Tmem67,Tmem67_4_12079969_-,1,2
2293,15,12118034,12118324,+,1,1,14842,10,24,72177,1,ENSMUSG00000022201,1,ENSMUSG00000022201,1,ENSMUSG00000022201,Zfr,Zfr_15_12118324_+,1,2
2294,15,12118034,12136481,+,1,1,212,0,5,72180,1,ENSMUSG00000022201,1,ENSMUSG00000022201,1,ENSMUSG00000022201,Zfr,Zfr_15_12136481_+,1,6
2295,15,12118157,12118324,+,1,0,75,0,13,72185,2,,1,ENSMUSG00000022201,1,ENSMUSG00000022201,Zfr,Zfr_15_12118324_+,1,2
2296,15,12118425,12136481,+,1,1,14670,3868,17,72195,1,ENSMUSG00000022201,1,ENSMUSG00000022201,1,ENSMUSG00000022201,Zfr,Zfr_15_12136481_+,1,6
2297,15,12119412,12136481,+,1,0,294,1,12,72216,2,,1,ENSMUSG00000022201,1,ENSMUSG00000022201,Zfr,Zfr_15_12136481_+,1,6
2298,15,12119441,12136481,+,1,0,67,0,20,72218,2,,1,ENSMUSG00000022201,1,ENSMUSG00000022201,Zfr,Zfr_15_12136481_+,1,6
2299,15,12127517,12136481,+,1,0,111,0,23,72249,2,,1,ENSMUSG00000022201,1,ENSMUSG00000022201,Zfr,Zfr_15_12136481_+,1,6
2300,15,12135377,12136481,+,1,1,485,0,25,72274,0,ENSMUSG00000022201,1,ENSMUSG00000022201,1,ENSMUSG00000022201,Zfr,Zfr_15_12136481_+,1,6
2301,15,12136765,12140519,+,1,1,121,1,25,72288,1,ENSMUSG00000022201,1,ENSMUSG00000022201,1,ENSMUSG00000022201,Zfr,Zfr_15_12140519_+,1,2
2302,15,12138136,12140519,+,1,1,40980,22,23,72294,1,ENSMUSG00000022201,1,ENSMUSG00000022201,1,ENSMUSG00000022201,Zfr,Zfr_15_12140519_+,1,2
2303,15,12140739,12149613,+,1,1,159,0,23,72314,1,ENSMUSG00000022201,1,ENSMUSG00000022201,1,ENSMUSG00000022201,Zfr,Zfr_15_12149613_+,1,2
2304,15,12140739,12150258,+,1,1,171,0,22,72315,1,ENSMUSG00000022201,1,ENSMUSG00000022201,1,ENSMUSG00000022201,Zfr,Zfr_15_12150258_+,1,3
2305,15,12140739,12152886,+,1,1,373,0,17,72316,1,ENSMUSG00000022201,1,ENSMUSG00000022201,1,ENSMUSG00000022201,Zfr,Zfr_15_12152886_+,1,2
2306,15,12146483,12149613,+,1,1,16614,53,22,72339,1,ENSMUSG00000022201,1,ENSMUSG00000022201,1,ENSMUSG00000022201,Zfr,Zfr_15_12149613_+,1,2
2307,15,12146483,12150258,+,1,1,1992,2,24,72340,1,ENSMUSG00000022201,1,ENSMUSG00000022201,1,ENSMUSG00000022201,Zfr,Zfr_15_12150258_+,1,3
2308,15,12149806,12150258,+,1,1,10924,6,25,72361,1,ENSMUSG00000022201,1,ENSMUSG00000022201,1,ENSMUSG00000022201,Zfr,Zfr_15_12150258_+,1,3
2309,15,12150551,12152886,+,3,1,10551,5,25,72367,1,ENSMUSG00000022201,1,ENSMUSG00000022201,1,ENSMUSG00000022201,Zfr,Zfr_15_12152886_+,1,2
2310,7,12151146,12152469,-,2,1,135,0,13,72376,1,ENSMUSG00000034071,1,ENSMUSG00000034071,1,ENSMUSG00000034071,Zfp551,Zfp551_7_12151146_-,1,2
2311,7,12151146,12155734,-,2,1,102,0,25,72377,1,ENSMUSG00000034071,1,ENSMUSG00000034071,1,ENSMUSG00000034071,Zfp551,Zfp551_7_12151146_-,1,2
2312,4,12164193,12165725,-,2,0,384,2,23,72475,1,ENSMUSG00000028218,2,,1,ENSMUSG00000028218,Cibar1,Cibar1_4_12164193_-,1,4
2313,4,12164193,12165765,-,2,1,9901,69,6,72476,1,ENSMUSG00000028218,1,ENSMUSG00000028218,1,ENSMUSG00000028218,Cibar1,Cibar1_4_12164193_-,1,4
2314,4,12164193,12166843,-,2,0,407,3,23,72480,1,ENSMUSG00000028218,2,,1,ENSMUSG00000028218,Cibar1,Cibar1_4_12164193_-,1,4
2315,4,12164193,12168228,-,2,1,461,3,24,72484,1,ENSMUSG00000028218,0,ENSMUSG00000028218,1,ENSMUSG00000028218,Cibar1,Cibar1_4_12164193_-,1,4
2316,15,12166373,12171844,+,1,1,205,0,24,72509,1,ENSMUSG00000022201,1,ENSMUSG00000022201,1,ENSMUSG00000022201,Zfr,Zfr_15_12171844_+,1,2
2317,4,12169034,12169957,-,2,1,5969,26,23,72526,1,ENSMUSG00000028218,0,ENSMUSG00000028218,1,ENSMUSG00000028218,Cibar1,Cibar1_4_12169034_-,1,2
2318,4,12169034,12170983,-,2,1,6803,21,24,72529,1,ENSMUSG00000028218,1,ENSMUSG00000028218,1,ENSMUSG00000028218,Cibar1,Cibar1_4_12169034_-,1,2
2319,15,12171000,12171844,+,1,1,5171,0,24,72538,1,ENSMUSG00000022201,1,ENSMUSG00000022201,1,ENSMUSG00000022201,Zfr,Zfr_15_12171844_+,1,2
2320,18,12197297,12199672,-,2,1,147,0,25,72647,1,ENSMUSG00000049411,0,ENSMUSG00000049411,1,ENSMUSG00000049411,Tmem241,Tmem241_18_12197297_-,1,2
2321,18,12197297,12200116,-,2,1,2600,2,25,72648,1,ENSMUSG00000049411,1,ENSMUSG00000049411,1,ENSMUSG00000049411,Tmem241,Tmem241_18_12197297_-,1,2
2322,15,12236207,12238014,+,1,1,355,0,24,72839,0,ENSMUSG00000039458,1,ENSMUSG00000039458,1,ENSMUSG00000039458,Mtmr12,Mtmr12_15_12238014_+,1,2
2323,15,12236235,12238014,+,1,1,885,0,19,72840,1,ENSMUSG00000039458,1,ENSMUSG00000039458,1,ENSMUSG00000039458,Mtmr12,Mtmr12_15_12238014_+,1,2
2324,18,12237238,12238910,-,2,1,442,0,22,72844,1,ENSMUSG00000049411,0,ENSMUSG00000049411,1,ENSMUSG00000049411,Tmem241,Tmem241_18_12237238_-,1,2
2325,18,12237238,12246451,-,2,1,1575,0,16,72845,1,ENSMUSG00000049411,1,ENSMUSG00000049411,1,ENSMUSG00000049411,Tmem241,Tmem241_18_12237238_-,1,2
2326,18,12246530,12251460,-,2,1,2769,1,14,72884,1,ENSMUSG00000049411,1,ENSMUSG00000049411,1,ENSMUSG00000049411,Tmem241,Tmem241_18_12246530_-,1,2
2327,18,12246530,12254437,-,2,1,119,1,19,72885,1,ENSMUSG00000049411,1,ENSMUSG00000049411,1,ENSMUSG00000049411,Tmem241,Tmem241_18_12246530_-,1,2
2328,13,12262872,12264730,-,2,1,294,0,24,72979,1,ENSMUSG00000021311,1,ENSMUSG00000021311,1,ENSMUSG00000021311,Mtr,Mtr_13_12262872_-,1,2
2329,13,12262872,12265487,-,2,1,171,0,10,72980,1,ENSMUSG00000021311,1,ENSMUSG00000021311,1,ENSMUSG00000021311,Mtr,Mtr_13_12262872_-,1,2
2330,18,12272518,12281847,+,1,1,888,9,16,73055,1,ENSMUSG00000024404,1,ENSMUSG00000024404,1,ENSMUSG00000024404,Riok3,Riok3_18_12281847_+,1,3
2331,18,12276121,12281847,+,1,1,3387,44,19,73072,1,ENSMUSG00000024404,1,ENSMUSG00000024404,1,ENSMUSG00000024404,Riok3,Riok3_18_12281847_+,1,3
2332,18,12276252,12281847,+,1,1,1600,51,18,73076,0,ENSMUSG00000024404,1,ENSMUSG00000024404,1,ENSMUSG00000024404,Riok3,Riok3_18_12281847_+,1,3
2333,18,12281903,12282575,+,1,1,559,114,9,73095,0,ENSMUSG00000024404,1,ENSMUSG00000024404,1,ENSMUSG00000024404,Riok3,Riok3_18_12282575_+,1,2
2334,18,12282046,12282575,+,1,1,5472,395,20,73098,1,ENSMUSG00000024404,1,ENSMUSG00000024404,1,ENSMUSG00000024404,Riok3,Riok3_18_12282575_+,1,2
2335,11,12293918,12315104,-,2,1,128,1,13,73156,1,ENSMUSG00000020173,1,ENSMUSG00000020173,1,ENSMUSG00000020173,Cobl,Cobl_11_12293918_-,1,2
2336,11,12293918,12319593,-,2,1,149,1,20,73157,1,ENSMUSG00000020173,1,ENSMUSG00000020173,1,ENSMUSG00000020173,Cobl,Cobl_11_12293918_-,1,2
2337,13,12309289,12311360,-,2,1,198,0,23,73210,1,ENSMUSG00000052374,1,ENSMUSG00000052374,1,ENSMUSG00000052374,Actn2,Actn2_13_12309289_-,1,2
2338,13,12309289,12315820,-,2,1,404,0,25,73211,1,ENSMUSG00000052374,1,ENSMUSG00000052374,1,ENSMUSG00000052374,Actn2,Actn2_13_12309289_-,1,2
2339,12,12312240,12345616,+,1,1,115,0,8,73236,1,ENSMUSG00000020589,0,ENSMUSG00000020589,1,ENSMUSG00000020589,Cyria,Cyria_12_12345616_+,1,2
2340,12,12312240,12354181,+,1,1,3306,2,20,73239,1,ENSMUSG00000020589,1,ENSMUSG00000020589,1,ENSMUSG00000020589,Cyria,Cyria_12_12354181_+,1,4
2341,18,12312311,12313541,+,1,1,262,0,15,73245,1,ENSMUSG00000024410,1,ENSMUSG00000024410,1,ENSMUSG00000024410,Rmc1,Rmc1_18_12313541_+,1,2
2342,18,12312650,12313541,+,1,1,4903,0,22,73250,1,ENSMUSG00000024410,1,ENSMUSG00000024410,1,ENSMUSG00000024410,Rmc1,Rmc1_18_12313541_+,1,2
2343,13,12315903,12319199,-,2,1,383,0,24,73279,1,ENSMUSG00000052374,1,ENSMUSG00000052374,1,ENSMUSG00000052374,Actn2,Actn2_13_12315903_-,1,2
2344,13,12315903,12321159,-,2,1,308,0,18,73280,1,ENSMUSG00000052374,1,ENSMUSG00000052374,1,ENSMUSG00000052374,Actn2,Actn2_13_12315903_-,1,2
2345,18,12318078,12321265,+,1,1,124,0,17,73303,1,ENSMUSG00000024410,1,ENSMUSG00000024410,1,ENSMUSG00000024410,Rmc1,Rmc1_18_12321265_+,1,3
2346,18,12318813,12321265,+,1,1,5357,1,18,73315,1,ENSMUSG00000024410,1,ENSMUSG00000024410,1,ENSMUSG00000024410,Rmc1,Rmc1_18_12321265_+,1,3
2347,18,12319671,12321265,+,1,0,97,0,18,73327,2,,1,ENSMUSG00000024410,1,ENSMUSG00000024410,Rmc1,Rmc1_18_12321265_+,1,3
2348,18,12321695,12321876,+,1,1,6150,5,22,73346,1,ENSMUSG00000024410,1,ENSMUSG00000024410,1,ENSMUSG00000024410,Rmc1,Rmc1_18_12321876_+,1,2
2349,18,12321779,12321876,+,1,0,249,0,20,73347,2,,1,ENSMUSG00000024410,1,ENSMUSG00000024410,Rmc1,Rmc1_18_12321876_+,1,2
2350,15,12322043,12343122,+,1,1,72,0,15,73360,1,ENSMUSG00000022200,1,ENSMUSG00000022200,1,ENSMUSG00000022200,Golph3,Golph3_15_12343122_+,1,2
2351,15,12322043,12349453,+,1,1,191,7,24,73361,1,ENSMUSG00000022200,1,ENSMUSG00000022200,1,ENSMUSG00000022200,Golph3,Golph3_15_12349453_+,1,2
2352,12,12326369,12354181,+,1,0,81,0,23,73413,2,,1,ENSMUSG00000020589,1,ENSMUSG00000020589,Cyria,Cyria_12_12354181_+,1,4
2353,12,12326417,12345616,+,1,1,83,0,24,73418,1,ENSMUSG00000020589,0,ENSMUSG00000020589,1,ENSMUSG00000020589,Cyria,Cyria_12_12345616_+,1,2
2354,12,12326417,12354181,+,1,1,2342,221,16,73419,1,ENSMUSG00000020589,1,ENSMUSG00000020589,1,ENSMUSG00000020589,Cyria,Cyria_12_12354181_+,1,4
2355,17,12337728,12370578,+,1,1,867,18,16,73493,0,ENSMUSG00000023827,1,ENSMUSG00000023827,1,ENSMUSG00000023827,Agpat4,Agpat4_17_12370578_+,1,2
2356,17,12338303,12370578,+,1,1,15486,86,23,73504,1,ENSMUSG00000023827,1,ENSMUSG00000023827,1,ENSMUSG00000023827,Agpat4,Agpat4_17_12370578_+,1,2
2357,15,12339846,12343122,+,1,1,5578,7,8,73517,1,ENSMUSG00000022200,1,ENSMUSG00000022200,1,ENSMUSG00000022200,Golph3,Golph3_15_12343122_+,1,2
2358,15,12343238,12349453,+,1,1,6687,4,24,73531,1,ENSMUSG00000022200,1,ENSMUSG00000022200,1,ENSMUSG00000022200,Golph3,Golph3_15_12349453_+,1,2
2359,12,12345690,12354181,+,1,1,430,32,7,73553,0,ENSMUSG00000020589,1,ENSMUSG00000020589,1,ENSMUSG00000020589,Cyria,Cyria_12_12354181_+,1,4
2360,2,12353015,12354517,-,2,1,289,9,6,73603,1,ENSMUSG00000026767,0,ENSMUSG00000026767,1,ENSMUSG00000026767,Mindy3,Mindy3_2_12353015_-,1,3
2361,2,12353015,12355739,-,2,1,4544,8,23,73604,1,ENSMUSG00000026767,1,ENSMUSG00000026767,1,ENSMUSG00000026767,Mindy3,Mindy3_2_12353015_-,1,3
2362,2,12353015,12360087,-,2,1,267,12,19,73605,1,ENSMUSG00000026767,1,ENSMUSG00000026767,1,ENSMUSG00000026767,Mindy3,Mindy3_2_12353015_-,1,3
2363,2,12369331,12386913,-,2,1,1869,61,13,73723,1,ENSMUSG00000026767,1,ENSMUSG00000026767,1,ENSMUSG00000026767,Mindy3,Mindy3_2_12369331_-,1,4
2364,2,12369331,12391419,-,2,1,207,0,16,73724,1,ENSMUSG00000026767,1,ENSMUSG00000026767,1,ENSMUSG00000026767,Mindy3,Mindy3_2_12369331_-,1,4
2365,2,12369331,12400989,-,2,1,489,0,24,73725,1,ENSMUSG00000026767,1,ENSMUSG00000026767,1,ENSMUSG00000026767,Mindy3,Mindy3_2_12369331_-,1,4
2366,2,12369331,12423969,-,2,1,340,1,19,73728,1,ENSMUSG00000026767,1,ENSMUSG00000026767,1,ENSMUSG00000026767,Mindy3,Mindy3_2_12369331_-,1,4
2367,17,12370837,12429097,+,1,1,363,0,21,73737,1,ENSMUSG00000023827,1,ENSMUSG00000023827,1,ENSMUSG00000023827,Agpat4,Agpat4_17_12429097_+,1,2
2368,2,12391491,12400989,-,2,1,2405,1,16,73827,1,ENSMUSG00000026767,1,ENSMUSG00000026767,1,ENSMUSG00000026767,Mindy3,Mindy3_2_12391491_-,1,2
2369,2,12391491,12423969,-,2,1,541,1,18,73832,1,ENSMUSG00000026767,1,ENSMUSG00000026767,1,ENSMUSG00000026767,Mindy3,Mindy3_2_12391491_-,1,2
2370,18,12401606,12408762,-,2,1,3410,7,17,73872,1,ENSMUSG00000057766,1,ENSMUSG00000057766,1,ENSMUSG00000057766,Ankrd29,Ankrd29_18_12401606_-,1,2
2371,18,12401606,12408766,-,4,1,101,0,23,73873,1,ENSMUSG00000057766,0,ENSMUSG00000057766,1,ENSMUSG00000057766,Ankrd29,Ankrd29_18_12401606_-,1,2
2372,2,12402378,12404833,-,2,1,1078,0,20,73884,1,ENSMUSG00000026767,1,ENSMUSG00000026767,1,ENSMUSG00000026767,Mindy3,Mindy3_2_12402378_-,1,3
2373,2,12402378,12410670,-,2,1,378,0,18,73887,1,ENSMUSG00000026767,1,ENSMUSG00000026767,1,ENSMUSG00000026767,Mindy3,Mindy3_2_12402378_-,1,3
2374,2,12402378,12423969,-,2,1,364,0,25,73888,1,ENSMUSG00000026767,1,ENSMUSG00000026767,1,ENSMUSG00000026767,Mindy3,Mindy3_2_12402378_-,1,3
2375,2,12404949,12405835,-,2,1,970,11,23,73903,1,ENSMUSG00000026767,1,ENSMUSG00000026767,1,ENSMUSG00000026767,Mindy3,Mindy3_2_12404949_-,1,2
2376,2,12404949,12408808,-,2,1,159,0,25,73904,1,ENSMUSG00000026767,1,ENSMUSG00000026767,1,ENSMUSG00000026767,Mindy3,Mindy3_2_12404949_-,1,2
2377,18,12412846,12413146,-,2,0,127,1,18,73980,1,ENSMUSG00000057766,2,,1,ENSMUSG00000057766,Ankrd29,Ankrd29_18_12412846_-,1,2
2378,18,12412846,12415359,-,2,1,3102,1,16,73983,1,ENSMUSG00000057766,1,ENSMUSG00000057766,1,ENSMUSG00000057766,Ankrd29,Ankrd29_18_12412846_-,1,2
2379,10,12413958,12423690,-,2,1,133,1,13,73993,1,ENSMUSG00000019820,0,ENSMUSG00000019820,1,ENSMUSG00000019820,Utrn,Utrn_10_12413958_-,1,4
2380,10,12413958,12488314,-,2,0,438,0,25,74000,1,ENSMUSG00000019820,2,,1,ENSMUSG00000019820,Utrn,Utrn_10_12413958_-,1,4
2381,10,12413958,12490234,-,2,1,5882,17,12,74002,1,ENSMUSG00000019820,0,ENSMUSG00000019820,1,ENSMUSG00000019820,Utrn,Utrn_10_12413958_-,1,4
2382,10,12413958,12496934,-,2,1,1026,3,8,74005,1,ENSMUSG00000019820,1,ENSMUSG00000019820,1,ENSMUSG00000019820,Utrn,Utrn_10_12413958_-,1,4
2383,18,12415459,12423773,-,2,1,2642,3,25,74019,1,ENSMUSG00000057766,1,ENSMUSG00000057766,1,ENSMUSG00000057766,Ankrd29,Ankrd29_18_12415459_-,1,3
2384,18,12415459,12428935,-,2,1,104,1,12,74022,1,ENSMUSG00000057766,1,ENSMUSG00000057766,1,ENSMUSG00000057766,Ankrd29,Ankrd29_18_12415459_-,1,3
2385,18,12415459,12438667,-,2,1,340,2,22,74023,1,ENSMUSG00000057766,1,ENSMUSG00000057766,1,ENSMUSG00000057766,Ankrd29,Ankrd29_18_12415459_-,1,3
2386,17,12417809,12429097,+,1,1,4960,1,11,74037,1,ENSMUSG00000023827,1,ENSMUSG00000023827,1,ENSMUSG00000023827,Agpat4,Agpat4_17_12429097_+,1,2
2387,15,12419659,12437189,-,2,1,76,0,25,74046,1,ENSMUSG00000022197,1,ENSMUSG00000022197,1,ENSMUSG00000022197,Pdzd2,Pdzd2_15_12419659_-,1,3
2388,15,12419659,12442565,-,2,1,361,0,25,74047,1,ENSMUSG00000022197,1,ENSMUSG00000022197,1,ENSMUSG00000022197,Pdzd2,Pdzd2_15_12419659_-,1,3
2389,15,12419659,12457883,-,2,1,110,0,18,74049,1,ENSMUSG00000022197,1,ENSMUSG00000022197,1,ENSMUSG00000022197,Pdzd2,Pdzd2_15_12419659_-,1,3
2390,18,12423873,12428920,-,2,0,95,0,17,74083,1,ENSMUSG00000057766,2,,1,ENSMUSG00000057766,Ankrd29,Ankrd29_18_12423873_-,1,3
2391,18,12423873,12428935,-,2,1,2912,4,21,74084,1,ENSMUSG00000057766,1,ENSMUSG00000057766,1,ENSMUSG00000057766,Ankrd29,Ankrd29_18_12423873_-,1,3
2392,18,12423873,12438667,-,2,1,202,3,16,74086,1,ENSMUSG00000057766,1,ENSMUSG00000057766,1,ENSMUSG00000057766,Ankrd29,Ankrd29_18_12423873_-,1,3
2393,15,12458386,12549321,-,2,1,620,14,24,74318,1,ENSMUSG00000022197,0,ENSMUSG00000022197,1,ENSMUSG00000022197,Pdzd2,Pdzd2_15_12458386_-,1,2
2394,15,12458386,12592166,-,2,1,1325,27,18,74322,1,ENSMUSG00000022197,1,ENSMUSG00000022197,1,ENSMUSG00000022197,Pdzd2,Pdzd2_15_12458386_-,1,2
2395,13,12463389,12466281,-,2,1,3407,1,15,74377,1,ENSMUSG00000057554,1,ENSMUSG00000057554,1,ENSMUSG00000057554,Lgals8,Lgals8_13_12463389_-,1,2
2396,13,12463389,12467602,-,2,1,187,0,13,74379,1,ENSMUSG00000057554,1,ENSMUSG00000057554,1,ENSMUSG00000057554,Lgals8,Lgals8_13_12463389_-,1,2
2397,13,12467660,12468138,-,2,1,528,2,23,74434,1,ENSMUSG00000057554,1,ENSMUSG00000057554,1,ENSMUSG00000057554,Lgals8,Lgals8_13_12467660_-,1,2
2398,13,12467660,12468165,-,4,1,3195,7,17,74435,1,ENSMUSG00000057554,0,ENSMUSG00000057554,1,ENSMUSG00000057554,Lgals8,Lgals8_13_12467660_-,1,2
2399,13,12469827,12471224,-,2,1,2468,1,14,74461,1,ENSMUSG00000057554,1,ENSMUSG00000057554,1,ENSMUSG00000057554,Lgals8,Lgals8_13_12469827_-,1,2
2400,13,12469827,12474054,-,2,1,396,0,22,74462,1,ENSMUSG00000057554,1,ENSMUSG00000057554,1,ENSMUSG00000057554,Lgals8,Lgals8_13_12469827_-,1,2
2401,13,12474198,12476121,-,2,1,1856,0,3,74516,1,ENSMUSG00000057554,0,ENSMUSG00000057554,1,ENSMUSG00000057554,Lgals8,Lgals8_13_12474198_-,1,2
2402,13,12474198,12476307,-,2,1,1875,1,21,74517,1,ENSMUSG00000057554,1,ENSMUSG00000057554,1,ENSMUSG00000057554,Lgals8,Lgals8_13_12474198_-,1,2
2403,8,12480719,12481434,+,1,0,153,0,21,74573,2,,1,ENSMUSG00000047935,1,ENSMUSG00000047935,Sox1ot,Sox1ot_8_12481434_+,1,2
2404,8,12480732,12481434,+,1,1,238,0,24,74574,1,ENSMUSG00000047935,1,ENSMUSG00000047935,1,ENSMUSG00000047935,Sox1ot,Sox1ot_8_12481434_+,1,2
